名称,地址,城市,电话
赛仑电竞·中兴馆,那大镇中兴大街控规21号街区A04-A05号,儋州,
千千结电竞,海南省儋州市大通南路94号,儋州,13322095800/17372084881
时代电竞馆,中兴大街X12-5号花海ktv2楼,儋州,0898-23330688/17784649500
逆战网咖(白马井中七路店),白马井滨海新区中七路与人民路交叉口东50米,儋州,13976447430
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
,,儋州,
赛仑电竞(世贸馆),兰洋北路东50米二楼,儋州,
爱徕迪家庭欢乐中心(夏日广场店),那大镇夏日国际商业广场,儋州,18776944064
忆缘网咖电竞馆,信阳市淮滨县民义街淮滨县第二高级中学东侧约210米,信阳,18790066001
Ui电竞,信合大道与廖城大道交叉口正兴佳苑北门西20米,信阳,18338652257
静怡电竞(羊羊店),息夫人大道中段39号,信阳,15137680611
爱尚网咖(锦绣路店),众鑫二期锦绣路226号,信阳,15839746663
逸枫林电竞馆(直营一店),工区路290号,信阳,13462029299
怪兽电竞,信阳市潢川县弋阳路银都小区(弋阳路)西侧约120米,信阳,
风云电竞,信阳市平桥区中山街明港镇第一小学西北侧约220米,信阳,
科广电竞KG网吧,建设路聆波苑,信阳,15139769506
优客电竞(万达店),前进街道信合阳光城六号楼2楼,信阳,15978560125
芯感电竞,新七大道江南家园1号楼二楼,信阳,13193890505
尼克电竞(永声店),万象城路对面,信阳,13837665525
优客电竞(中山路店),中山北路长虹综合门面房,信阳,15978560125
好莱坞电竞馆(信运汽车站店),人民路信运汽车站售票大厅隔壁,信阳,13101769997
好莱坞电竞(平安大道店),平安大道瑞龙商务宾馆(平西路店)东北侧约80米,信阳,13569739006
海浪电竞·网吧,东方红大道荣基广场海浪网吧,信阳,13939787889
她他电竞龙脉网吧,民权街道成功花园23号楼,信阳,17638386822
来尚电竞(工十路店),工十路振兴家园,信阳,13137630066
头号玩家电竞,新五大道泰安新城国际107-108,信阳,
海豚电竞(羊山店),百花名都6号楼110号,信阳,13693768688
暴龙电竞,长安路63号好弘鑫新村,信阳,13033730228
摩登电竞,新十六大街楚城天街南18米路东,信阳,0376-6378933
TiMi电竞(原兰亭网吧),湖东大道贸易广场北区5栋25号,信阳,13598578509
龙吟电竞(南门风情小吃街店),建设西路柳堤春晓门面114-116室,信阳,15188578435
TOP电竞(万达店),前进街道新七大道信合阳光城9号楼402、501,信阳,17337665118
M+电竞馆,正通广场14号楼3层,信阳,
1018电竞馆,和源·贰号公馆,信阳,
阿飞电竞,平中大街桥头小区47号（近宝鹏美食广场、平南农贸市场）,信阳,15237659565
鑫鑫网吧,晨光花园2号,信阳,18697726621/18790479579
三只猴子电竞生活馆(平桥店),龙江路与平西路交叉口西北角天龙大酒店隔壁,信阳,03763800776
友约电竞,五星乡平西村6组919号（平西涵洞口老广烧烤斜对面）,信阳,15518586812
好莱坞电竞(府都花园店),新七大道府都花园三期大门旁,信阳,19913450137
好莱坞网咖(文化宫店),四一路文化宫院内（停车场入口旁）,信阳,
风云·鑫阳电竞,花园路楚王城四组95号二楼,信阳,13383971899
风云·克拉电竞(报晓店),五星街湖东五星村一组综合楼门面1号,信阳,13383975696
新年华网咖,富丽华城西北1门东南210米,信阳,15303768877
名人堂电竞馆,平桥街道平桥大道九龙苑3幢25号,信阳,15837695065
森友网咖,中信·上城品,信阳,13523763525
风云卓威电竞馆,民权街道胜利路138号,信阳,13939717299
3F电竞馆(香格里拉店),恒信香格里拉3楼313A号,信阳,
新亮点网咖(网络旗舰店),民权路与大庆路向东300米左右,信阳,18537695939
青春电竞(火车站店),信阳市浉河区民权街晨光小区,信阳,
金麒麟网咖,新七大道和谐家园,信阳,15938247486
风云超音速网咖(新十六街店),政和花园C区新16大街门面房,信阳,13383979668
电E竞·电竞馆,虹桥小区3号楼（彩虹桥北100米）,信阳,
杰啦电竞,申鹏假日酒店(信阳市浉河区)浉河区工区路319号,信阳,13782900873
好莱坞网咖(世纪广场店),龙江路鑫和园胡同7号好莱坞网咖世纪广场店,信阳,13939706011
乐尚电竞,河南省信阳市平桥区五星街道富地轩城,信阳,
7号电竞网咖(北京大街北段店),河南省信阳市浉河区北京路7号,信阳,15937605418
黑鹰电竞,河南省信阳市平桥区信茶大道信阳农林学院西北侧约130米,信阳,
中青电竞(金领时代广场店),平安大道88号附近,信阳,13598565116
摩非电竞茶室(新六大街店),河南省信阳羊山新区新六大街与新七大道交汇处凤凰牡丹园西门5号楼东商铺104~106号,信阳,18637600001
万通网咖(平安大街店),平安大道232号（西凤路口西100米粥鼎记对面）,信阳,13939768261
小时代网咖(海苑商业街店),海苑路160号靠近中国人民解放军第一五四中心医院,信阳,
SKY电竞酒店(西亚和美信阳火车站店),河南省信阳市浉河区八一路金桂园小区7号楼13楼,信阳,
精致电竞,河南省信阳市浉河区湖东大道贸易广场西区1栋,信阳,17737647070
MT电竞馆,信阳市浉河区新七大道正通桂花苑,信阳,
新亮点时代网咖直营NO.2,河南省信阳市浉河区一零七国道宝石桥宽景一品1楼门面房,信阳,15837665677
上网休闲电竞饮,信阳市平桥区平安大道信瓷小区东侧,信阳,
诺克网咖,信阳市浉河区海苑路解放军第九九0医院西南侧约60米,信阳,
白鲨电竞馆,云南省保山市施甸县嘉城阳光广场,保山,18313962725
致青春网咖(光华路店),顺城小区13号,保山,15398759333/18287539885
煕贝电竞影院酒店(保山火车站店),隆阳区正阳北路义乌商贸城商墅七栋2号(距保山火车站695米),保山,
小蚂蚁网咖(万和华府店),正阳北路万和华府东南门西南100米,保山,15087500750
艾泽拉斯电竞馆,太保南路以西易乐上苑润苑A区24幢商铺04室,保山,19987558862
噜啊噜网咖(文笔街),秀峰社区泰安小区217号,保山,15393850680
波比电竞馆,云南省保山市腾冲市天成商业街3幢217号,保山,18287171193
光易电竞馆,保山市腾冲市腾越镇观音塘社区红星小区38号,保山,15925585196
ET电竞馆(旗舰店),保岫东路136号九龙明珠3楼,保山,19908758075
保山MG电竞馆,云南省保山市隆阳区海棠路奥林匹克体育中心二层,保山,19987503903
ET电竞馆(竞界店),云南省保山市隆阳区正阳南路122号,保山,19948955665
潮玩部落(保山五洲国际广场店),五洲国际广场,保山,13116227733
艾泽拉斯电竞馆(青华海店),云南省保山市隆阳区廖沈小区(杭瑞高速公路东300米),保山,19987255780
迪尚嘉年华,板桥镇眼镜,保山,
ET电音空间筹备办公室(保山吾悦广场永昌路店),永昌路与惠通路交叉口东北角保山吾悦广场,保山,0875-2598888
云逸宝游戏厅(星轶影城吾悦店),保山吾悦广场5楼星轶影城休息区前台旁,保山,
怎么玩主机游戏体验店,永昌路20号（电信大楼旁泰龙方向67米）,保山,17787856859
奇畅动漫,云南省保山市隆阳区永昌街道九隆新天地时尚城,保山,
嘻哈豆亲子乐园(保山吾悦广场店),永昌路吾悦广场茶马印巷二楼S216-S220号,保山,18487123968
星际宝贝潮玩(保山吾悦广场永昌路店),永昌街道吾悦广场(保山店),保山,
零点电竞,保定市定兴县兴华东路燕城隽府,保定,
时空电竞,团结西路老电石厂家属院,保定,
太空电竞(金专店),金专路珑城花园1栋底商,保定,15033848918
摩堡电竞网吧(保定军校广场河北大学店),东风东路379号小营房村村口（原东方大都会对面）,保定,
电竞网咖(恒祥北大街店),恒祥北大街205号,保定,13331228873
哈雷电竞,保定市徐水区刘伶西路与盛源南大街交叉路口往东北约70米,保定,
无极限电竞,河北省雄县阳光街116号,保定,13722219768
事诚电竞(客运中心店),东二环路亨佰丽1031号底商,保定,18532878865
事诚电竞(缘梦店),永华北路秀水街15-7-8号（口腔医院东侧）,保定,0312-2052358/17330242358
事诚电竞(环西店),恒祥南大街35号（环城西路28号）,保定,18630231991/18632288216
怪兽电竞(汇博·上谷大观店),朝阳北大街2238号汇博·上谷大观F2层,保定,13082399203
翼龙网络莱尚网吧,五四东路280号2层,保定,13230276537
事诚电竞·辉煌店(辉煌店),双胜街中央司法警官学院西南门西南侧约120米,保定,17325409358
事诚电竞(魔幻店),秀园路九号公寓南门西行100米,保定,15127223487
极光电竞(军校店),东方家园西门底商,保定,
事诚电竞(未来石万达广场店),七一东路未来石万达金街2层（未来石F区2层12号商铺）,保定,18632250718
事诚电竞(风帆店),乐凯南大街1171号482一区底商,保定,15731836872/17692360558
佳易电竞馆(百花店),朝阳路与百花西路交叉口南100米路西,保定,13273268749
魔豆电竞馆(焦庄店),河北省保定市莲池区东盛路68号,保定,15132277002/18931200895
电竞熊网咖,河北省保定市莲池区恒祥北大街159号,保定,17631602027
事诚电竞(茂业店),朝阳南大街与东风路交叉口茂业中心B1层,保定,15533251118
V5电竞(利民路店),利民街186号,保定,15032246556
事诚电竞·摩卡店,百花东路西大园片区20-1-106号,保定,16632277592
驰野电竞,长城北大街1388号清山公爵城1号楼20号,保定,17325203381
V5电竞(北关大街店),河北省保定市莲池区北关大街68号,保定,17731824665
ZM电竞,李庄街晨巍金地东门底商1006号,保定,13127351927/17731297517
飞雨网吧(七一东路店),博仕园2区A座6号门面,保定,18631255234
斑马电竞,瑞兴路1399号负一层,保定,18631233737
怪兽电竞(汇博·上谷大观店),朝阳北大街2238号汇博·上谷大观F2层,保定,13082399203
V5电竞(富昌路店),富昌路46号,保定,15175207685
事诚电竞(光年店),永华北大街686号,保定,13032035075/18630231991
蔚泰网吧,长城南大街224号附近,保定,17631520656
事诚电竞(古玩店),天威中路153号,保定,13273233137
事诚电竞(超前店),七一中路290号,保定,18630229552
翼龙网咖,南二环与虎振西街交叉口南行150米路西（东小庄对面）,保定,15933553056
丛刃太空电竞(未来石万达店),未来石万达广场三楼3027号,保定,13483272653
事诚电竞(中国府震发商街店),韩庄乡金专路中国府震发商业街88-118号底商,保定,16773129238
事诚电竞(鑫和花园店),复兴中路1171号鑫和花园B区底商,保定,18630231991/18631233509
玩儿电竞(那约店),永华北大街378号那约文化广场3A层,保定,15512278492
天威网咖(建华大街店),建华大街805-4号（保运嘉苑小区6号楼6号底商）,保定,13383129215
翼龙网咖,富康街与长安街交叉口东北100米,保定,13603225946
V5电竞(长城北大街店),河北省保定市莲池区长城北大街986号,保定,13903125330
事诚电竞(保职店),文澜阁小区底商7-8号门脸,保定,18630228781/18630231991
事诚电竞(新钟楼店),北二环999号钟楼PARK3.1生活方式中心,保定,19833953380
坚果网络(向阳北大街店),向阳北大街1103号,保定,13333027500
坚果网络(七一中路店),七一中路1228号,保定,13731272293
事诚电竞(警盾家园店),恒祥北大街警盾家园5号楼,保定,15531216535
咸鱼电竞,天宁路后营家园邻里中心商业铺位F2-2号商铺,保定,15612216333
玩儿电竞(盛兴西路店),盛兴西路388号,保定,
事诚电竞(嘉德万达店),联盟路街道办事处三丰东路246号嘉德万达广场3F3037A-3039B,保定,18532878825
事诚电竞(吉翔园店),吉翔园7号楼5号,保定,18532878809
七彩鱼网络,农大西巷282号,保定,15720064653
天威网络(三丰东路店),金丰花园南门东50米,保定,15100284481
事诚电竞(华海店),河北省保定市竞秀区新市场街道天鹅西路520号门脸二层,保定,18931263920
天威网络(永华北大街店),永华北大街580号,保定,13722220757
怪兽网咖(上林风景店),旭阳路166号上林风景-71门脸二层,保定,13833224481/18233282962
事诚电竞(七一中路店),保定市竞秀区七一中路行署小区,保定,
柒木电竞,清山公爵城88-39室,保定,18932695890
太空电竞(新畿辅店),秀兰新畿辅2号楼8号门脸,保定,
坚果电竞(富华小区店),河北省保定市竞秀区五四西路168号,保定,
天威电竞(金融学院店),莲池区韩庄乡金专路维多利亚夏郡23号楼底商,保定,
事诚电竞(新贵店),先锋街道阳光佳苑A区(向阳南大街东),保定,13032073960/18630231991
酷动网咖(九号公寓店),天鹅中路98号九号公寓小区E座S3底商,保定,13933228791
摩卡网吧(阳光南大街店),西大园小区20号楼3号,保定,0312-2052358/18633266261/18931695182
逐梦电竞,保定市莲池区帝景欧洲,保定,13831238886
事诚电竞(恒通店),朝阳大街和盛兴路交叉口,保定,18131647927/18632288300
捷达网吧,长城南大街162号,保定,15075238076
博客网络,北河沿92号（大润发超市北侧）,保定,15833871818
佳易电竞(惠友店),向阳南大街与龙泉路交叉口土桥南行20米西南角,保定,0312-8924555/15188648864
事诚电竞(阳光店),盛兴中路与阳光北大街交叉口东北100米怡园小区12号,保定,0312-2052358/18633266801
佳易电竞·博文店,天威中路辅路与铁面将军庙交叉口西40米,保定,13930290136
天威网络(廉良街店),海燕大众浴池(廉良街)红苹果公寓旁,保定,
百汇电玩(财苑小区店),城苑路208号,保定,18932669639
坚果网络(世家花园西区店),世家花园西区南门旁,保定,13315207920
V5电竞(万和城店),河北省保定市竞秀区韩村乡万和城和顺路68号,保定,13903125330
松鼠网络会所,光华街与华电路交叉口东50米,保定,13898862545
坚果网络(盛兴西路店),河北省保定市竞秀区盛兴西路1005号,保定,17631299988
柒度电竞,永华北大街650号,保定,
科宇网络(五四东路店),五四东路497号,保定,13020825777
极光电竞(裕华店),河北省保定市莲池区裕华街道长城南大街338号,保定,
潮好玩竞技主题乐园·蹦床·蹦极·团建·射击·棋牌娱乐·电玩(登峰店),鲁岗路128号登峰体育公园内,保定,0312-3016868
WE GAME游戏体验馆PS5·Switch(百世开利大厦店),朝阳南大街百世开利大厦7层F室（IU酒店入口）,保定,13303323951
九色虹电竞(虹柚店),保定市竞秀区国家高新区朝阳北大街899号,保定,15832271031
KAKA PARTY运动潮玩俱乐部(万达广场店),东金乡未来石万达广场2FA铺,保定,19303125696
九筒电竞酒店,河北省保定市莲池区长城南大街321号,保定,
唯西网咖,海南省保亭黎族苗族自治县保城镇新民路42号宾馆停车场内,保亭,
立业网咖会所,海南省保亭黎族苗族自治县保城镇保兴东路星河大厦第,保亭,
茗城网吧(个人独资),海南省保亭黎族苗族自治县保城镇新兴西路103号旧市场后面(原香满楼二楼),保亭,13976225080
兴欣网络,海南省保亭黎族苗族自治县西环路奥兰花园二期A10商铺,保亭,
远创网络科技,保亭黎族苗族自治县金江大道金江花园西南侧约30米,保亭,
战地电竞,佳木斯市富锦市三江路世纪商厦东北侧约120米,佳木斯,13946662499
风云网吧(佳西街店),黑龙江省佳木斯市郊区佳西街149号,佳木斯,13846169796
摩洛克电竞,黑龙江省佳木斯市向阳区西林路276号,佳木斯,
零点网咖(大学路店),学府街260号,佳木斯,13664542345
星语网咖·电竞馆(和平街店),和平街99号,佳木斯,0454-8319777
神采飞扬电玩城,文昌街华联超市一楼,佳木斯,13104540055
九成网咖,新一街奥林南苑(新一街)东侧约90米,佳木斯,13339558068
德玛网咖(万发路店),万发路190号时代景城A8号楼104门市,佳木斯,18845401243
摩洛克电竞(保卫店),黑龙江省佳木斯市向阳区裕民巷62号,佳木斯,
6号电竞馆,佳木斯市富锦市向阳路千禧大酒店,佳木斯,
摩洛克电竞(保卫店),黑龙江省佳木斯市向阳区裕民巷62号,佳木斯,
鼎特电竞网咖,盛世华都W栋07门市,佳木斯,
木马电竞馆(小艺的店),黑龙江省佳木斯市向阳区西林路559号,佳木斯,18745487999
零点电竞馆(长安店),长安路东132号,佳木斯,04548211888/13664542345
鼎特电竞馆,站前路711号,佳木斯,
猎狐电竞馆(文昌街店),文昌街与新华街交叉口东60米,佳木斯,
蚂蚁电竞网咖(胜利东路店),直辖胜利东路131号（农校正对面）,佳木斯,15046408222
卓越魔方网吧,胜利东路135号农校对面,佳木斯,
尊瀚电竞酒店,红旗街三江商贸城A2栋1号,佳木斯,
灵狐电竞酒店,佳木斯市向阳区直辖村级区划大学路226号,佳木斯,
鼎特网咖(大学店),学府街道,佳木斯,0454-5678910
鸿运魔方网络(升平街店),升平街156号,佳木斯,18946488527
鼎特电竞馆,黑龙江省佳木斯市向阳区平吊街佳木斯大学(第一学区A院),佳木斯,
超神电竞酒店,佳木斯市桥北路38号杏林公馆B栋1楼,佳木斯,
酷我·梦飞网咖(谭家围路店),广珠路中兴路段168号业盛楼B座二楼,佛山,13425828188/13825593195
休闲度电竞·三剑店,乐从居委会新马路2号二层201房之二号铺,佛山,18169820158/18566433350
迅雷电竞(跃进路店),跃进路A131号,佛山,18924804751
莱茵电竞·棋牌(顺德伦教店),解放路1号之1-2层A,佛山,13726905224
东兴电竞网咖(世嘉店),桂澜路45号怡翠世嘉505-506,601-605号,佛山,13674047520/15813683753
野猫电竞·和剑网吧(狮山罗村店),西区一路罗村联和工业区利华楼2楼,佛山,
日升电竞,兴业一路33号上朗综合市场2楼,佛山,18029265219
幸运星电竞馆(顺德勒流店),勒流黄连集约工业区1-3号地,佛山,18022280346
休闲度电竞·网咖·柏联网吧,北滘镇港前路6号员工生活村柏联网吧,佛山,15875779760
联动电竞(祖庙店),广东省佛山市禅城区人民西路3号华盛大厦3楼,佛山,
时代电竞网咖(南海广场店),桂城街道南海大道西（海一路A座新派广场二楼）,佛山,15173716008
日升电竞,兴业一路33号上朗综合市场2楼,佛山,18029265219
惠智网咖,青平路青平市场2楼,佛山,13798690807
联动电竞(祖庙店),广东省佛山市禅城区人民西路3号华盛大厦3楼,佛山,
高浩电竞(乐动力店),大沥镇黄岐渤海路35号黄岐文体中心A-L201号（乐动力黄岐文体中心）,佛山,18024924765
星剑电竞馆(南海平洲店),桂城街平洲平顺东路12号商业办公楼A座首层6号,佛山,13723580138/13903031070
网鱼网咖·电竞(佛山怡海港店),简平路7号1座2楼,佛山,18022724553
金吉拉电竞馆(绿岛店),季华西路129号绿岛广场东区2层（电影院左侧）,佛山,15858480444
破壳电竞,魁奇一路1号天御盈品,佛山,17724790903
野猫电竞·宜乐网吧(桂城东二店),南新二路美高时尚酒店2层,佛山,
野猫电竞·章鱼网吧(大沥新都会店),大兴路4号2层,佛山,0757-85576626
万禾电竞,华翠北路11号益禾人才公寓,佛山,18925992689
尚酷网吧,城南一路金雅轩世纪广场a1座,佛山,18529288829
嗨熊电竞,广东省佛山市顺德区陈村镇南边路38号锦龙创意楼2楼,佛山,13318354811
星空网咖(大沥店),大沥高速公路收费站对面平安路6号(星河广场D座),佛山,
完美电竞网咖,南源路44号2楼,佛山,0757-26666987/19928263717
酷浪电竞(陈村店),广隆员工村兴业三路,佛山,0757-29291195
网洋网吧,石湾镇街道湾华市场东侧商业街5-8号铺（近西街新村一巷）,佛山,13679708128
老虎网吧(大沥盐步店),皇朝西路13号,佛山,18028168867
尚柏电竞(联星店),联星村上二商业北区A座3层(桂丹路辅路即乐安桥底),佛山,15820217210
绿道电竞(恒福店),季华六路恒福国际二楼C201号,佛山,18924550100
大唐网吧(大唐店),忠义路55号,佛山,18988528880
虫洞吧电竞(千灯湖店),南海大道北30号11-13号铺,佛山,
Future未来电竞馆,微醺站三楼,佛山,18926266656
尚柏电竞(联星店),联星村上二商业北区A座3层(桂丹路辅路即乐安桥底),佛山,15820217210
老虎网吧(大沥盐步店),皇朝西路13号,佛山,18028168867
时代电竞网咖(南海广场店),桂城街道南海大道西（海一路A座新派广场二楼）,佛山,15173716008
2号电竞(乐从钜隆风度广场店),乐从镇映翠北路1号风度广场A190-A198号商铺,佛山,
网鱼网咖·电竞(佛山万民金海城店),广东省佛山市顺德区乐从镇裕和路110号东平广场商业楼群爱琴海购物公园3楼305号,佛山,18934348717
惠众网咖,黎涌东风村九巷14号,佛山,13798632971/18928625094
天涯电竞,平桂街大围新村二楼,佛山,
金桔电竞,桂城街道平南商贸城三楼L3-04、L3-05号商铺,佛山,18333636511
壹号玩家电竞馆(万科金域店),龙表路万科金域中央25座二楼,佛山,18126653179
星耀电竞馆·网咖(平洲店),桂城街道林岳大道林岳市场以南与西步路交汇处综合楼F座一层F103号,佛山,13058046275
艺龙电竞(云游店),广佛路锦城大厦地下东边第一格商铺之四,第二格商铺之一,佛山,
绿道电竞(嘉洲店),大沥镇广佛路98号嘉洲广场四层4006号铺（电影院售票厅正对面）,佛山,18924554577
龙之吻网咖(东鄱分店),东方大街十一巷老字号正宗桂林米粉对面,佛山,18676527188
零距离网吧(桂城店),佛平二路南侧74街区雅景楼二层,佛山,0757-86239596
极致网吧(三山分店),集嘉广场西南侧约120米,佛山,
高浩电竞(永旺天街店),毅贤路3号广佛智城永旺天街五期6号楼2楼（近海底捞门口电梯）,佛山,18927205507
零距离网吧(桂城店),佛平二路南侧74街区雅景楼二层,佛山,0757-86239596
高浩电竞(永旺天街店),毅贤路3号广佛智城永旺天街五期6号楼2楼（近海底捞门口电梯）,佛山,18927205507
天王星网咖(深村大道店),金澜北路200号二层之一（深村大道交界处西北侧）,佛山,18042800748
锦凤电竞,广东省佛山市顺德区白陈路26号,佛山,18397595597
特攻电竞(大沥新都会店),大沥镇金贸大道2号南海·新都会二层内商铺2F01号,佛山,13927781132
杰派电竞台球俱乐部,大沥镇盐步大道华厦花园南部二层之一,佛山,18025208757
北斗星晖电竞,广东省佛山市禅城区张槎街道大富村莲大北路28号2楼经营场所须经审批机关审批,佛山,15302936626/18675181727
星河网咖(高基街店),祖庙街道高基街186号,佛山,13360316989
桔上电竞(祖庙店),锦盛一街与锦盛三街交叉口西北方向40米左右（顺联百花B馆4楼4001）,佛山,13428817444
龙之吻网咖棋牌(长东店),张槎长东市场2号楼首层,佛山,13016610023
SKY网咖(太港城店),广东省佛山市南海区佛平五路17号太港城F1,佛山,
网鱼网咖·电竞(佛山南海印象汇店),南海大道北75号印象汇1楼（萨莉亚意式餐厅后身、近桂城地铁站D2口）,佛山,0757-86293660/17324146986
网鱼网咖·电竞(佛山岭南天地店),祖庙街道福贤路68号网鱼电竞,佛山,19928296065
星火电竞,陈村镇绀村雄业楼一楼111商铺,佛山,15918080096
枫林网咖(松源商厦店),佛平路48号首层,佛山,0757-82323936
四方互联电竞体验馆,升平路46号升平商场3楼,佛山,13610355554
三龙电竞网咖(南海三山好好多广场店),佛山市南海区桂城街道长江路13号禾仰广场2座1层北门旁,佛山,18825964812
网鱼网咖·电竞(金沙洲金铂店),金沙洲金铂天地6层618-619号商铺,佛山,18126655089
天伝网咖(陈村顺联店),佛陈路锦龙商业楼三楼,佛山,13586529538
幻影时空网吧(南桂西路店),南桂西路28号,佛山,13141550113
星美电竞(A32万科里店),海八东路A32万科里2楼L201,佛山,
雅翔网吧,黄岐岐西路3号,佛山,0757-85909648
管家电竞馆一网情深店(华远店),华远东路10号2楼,佛山,
管家电竞馆·月儿湾店,普君北路与普君西路交叉口北60米,佛山,15800080576
魔尔网咖,穗盐路17号米格精品酒店一楼,佛山,13070256347
爱尚电竞馆,塱沙路塱沙国际商品批发中心2号B区B2号（4号电梯2楼）,佛山,15625980888
熊喵电竞馆(黄岐店),广东佛山市南海区广佛路4号2楼,佛山,
域拓网咖(国威商场店),泰宁西路17号,佛山,15272730117
零度轻奢电竞酒店(佰德广场店),佛山市盐步佰德广场1栋,佛山,17786846999
九凤网咖,盐步蟾龙北路1号珑耀华府座二层13-18号,佛山,17371621838
人来人网吧(乐安店),联星大道44号,佛山,17688267157
泽声电竞网咖,海北广场二期时代网商基地二楼216号,佛山,13336474731
易用网吧,小涌村住宅新区一巷1号,佛山,075729237650/18928547650
热情网咖(亮点时尚购物广场店),大沥镇金贸大道8号二楼自编2号,佛山,18566595664
澳林网咖,罗村城中路24号1层之一,佛山,18673704688/19924140369
网络快车网吧(卫国路店),卫国西路4号山紫市场,佛山,13431650782/15602834501
吉祥棋牌(榴苑路店),榴苑路5号3楼,佛山,0757-82729945
网鱼网咖·电竞(佛山南海万达店),桂澜北路28号南海万达广场南7栋,佛山,18125741736
万嘉网咖,平洲夏东大道顺盈商业楼3栋一层,佛山,18028106767
艺龙网咖(鸿大广场店),海三路17号鸿大广场F4层,佛山,
苍龙网吧,江心村美乐城首层,佛山,15118358260
T0电竞网咖,官华路金街口广场2层201室,佛山,17724790023
高浩电竞(奥园广场店),佛山市南海区狮山镇博爱中路佛山奥园广场停车场入口旁扶手梯直上L2层,佛山,18620426675
杏趣网咖(杏头商业中心店),杏头村樵乐路南侧1号三层317号商铺,佛山,13724960173
驱动网吧(联安分店),广佛新干线佛山一环出口西南100米家园宾馆南海店,佛山,15112988766
云虎电竞(江湾店),江湾一路28号南园商业街3层,佛山,
零距离网吧(启航店),狮山镇罗村联和工业区西区九路卫智瑞综合楼一、二楼,佛山,
网鱼电竞(佛山魁奇路店),汾江南路51号三层1号301-304铺,佛山,17324303332
快乐时光网咖(狮山广场店),狮城路中国移动购机中心旁,佛山,18228921777
全境方舟(桂城店),南海大道北46号万达广场F3层,佛山,18175543169
全境方舟(桂城店),南海大道北46号万达广场F3层,佛山,18175543169
疯狂牛仔城电玩体验中心(保利MALL店),保利MALL3楼B082号,佛山,
前城电竞(三分店),钟边路北二村综合楼二三层,佛山,18924576000
捕娱电竞Club(创意产业园店),金源街2号107铺,佛山,18680025454
鲸羽电竞(奥骏商业广场店),教育路1号3楼,佛山,18974788678
强信网吧(海口大道店),季华三路,佛山,
龙途电竞,汾江中路8号P2号商铺,佛山,
天空之城游乐体验世界(黄岐金铂店),黄岐段广佛路121号二层200-201商铺,佛山,17765615595
摩力座网咖,墩厚村直街186号,佛山,15015676628
科林网吧(大沙路店),大沙管理区粤联陶瓷厂内3幢二楼,佛山,15920358805
心雨网吧(唐布拉市场店),唐布拉市场,伊犁州,18699906722
星际电竞旗舰店(海棠路店),一品海棠商业B114,伊犁州,13609966752
太空猫电竞馆,伊犁哈萨克自治州伊宁市印象江南商业楼A座306号,伊犁州,6768080
冰河电竞时光网吧,沙湾街与伊犁路交叉口西南40米,伊犁州,15999499198
丘比特电竞网咖(君悦龙庭店),新疆维吾尔自治区伊犁哈萨克自治州伊宁市布拉克路君悦龙庭小区1号楼201号,伊犁州,15599669757
森野电竞·玩家国度电竞馆(奎屯店),沙湾街春风十里西门向南十米,伊犁州,0992-3288879
传奇电竞(团结北街店),团结北街第二农贸市场二楼,伊犁州,15009925166
蜘蛛·卓威电竞馆,上海南路与民丰街交叉口西60米,伊犁州,19190391222/19990910077
卓威电竞·官方授权店,团结东街16号,伊犁州,
一网天下网吧(乌鲁木齐西路店),乌鲁木齐西路26-2号赛特广场2楼,伊犁州,18139377799
雨花石网吧,边境经济合作区吉林路华厦小区14号楼负一层,伊犁州,18009999906
星空网咖(上海南路店),北京东路与北京西路交叉口东南150米,伊犁州,0999-3263777
皎月电竞馆(棋牌室),新疆维吾尔自治区伊犁哈萨克自治州伊宁市边境经济合作区管委会香水湾一期西区北入口4楼,伊犁州,15276378374
潘多拉电竞馆,壹品天城二楼,伊犁州,17699999812
星际猫电竞,新疆维吾尔自治区伊犁哈萨克自治州霍尔果斯市霍尔果斯口岸连云港路亚欧新天地A区商铺,伊犁州,
彗星电竞外星人旗舰店,经济合作区上海路3511号七彩城一期(写字楼酒店)104-2号商铺,伊犁州,19390930689
树袋熊电竞馆,新疆维吾尔自治区伊犁哈萨克自治州伊宁市巴彦岱镇御锦华庭,伊犁州,0999-8800858
魔法盒电竞馆,河北路548号印象江南北门AB号楼213、214号商铺,伊犁州,
新世纪网吧,滨河小区(金山路西),伊犁州,18999599932
飞耀电竞馆,新疆维吾尔自治区伊犁哈萨克自治州伊宁市山东路2099号御景华庭2楼,伊犁州,18699901994
飞耀电竞馆,新疆维吾尔自治区伊犁哈萨克自治州伊宁市山东路2099号御景华庭2楼,伊犁州,18699901994
玛卡电竞馆,新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县察布查尔镇中天锦宏名都幼儿园东279米,伊犁州,17509041706
心语网咖(滨河南路店),滨河南路与弓月城大街交叉路口往南约150米,伊犁州,15599699996
极限玩家电竞酒店(伊犁师范大学店),伊犁哈萨克自治州解放路308号,伊犁州,
K-XIN电玩社,解放西路万力时尚mall六楼TNS真人密室逃脱旁,伊犁州,15571650977/18358917876
淘五游艺中心(新茂业国际购物中心店),山东路新茂业国际3楼电玩区（近梧桐丽景）,伊犁州,0999-8822100
大玩家(金茂新天地店),北京路金茂新天地四楼,伊犁州,0999-8996680
